RN,RN_CD,geometry
장생포고래로197번길,4310745,"0    LINESTRING (129.3762073902025 35.5023969461330...
Name: geometry, dtype: object"
장생포고래로213번길,4310746,"0    LINESTRING (129.3775896131872 35.5026311645260...
Name: geometry, dtype: object"
장생포고래로213번길,4310746,"0    LINESTRING (129.3773533922003 35.5031687674049...
Name: geometry, dtype: object"
장생포고래로213번길,4310746,"0    LINESTRING (129.3773533922003 35.5031687674049...
Name: geometry, dtype: object"
장생포고래로231번길,4310747,"0    LINESTRING (129.3794974835109 35.5030861163381...
Name: geometry, dtype: object"
장생포고래로231번길,4310747,"0    LINESTRING (129.3793627163927 35.5034907973169...
Name: geometry, dtype: object"
장생포고래로259번길,4310748,"0    LINESTRING (129.382361521118 35.503699373311, ...
Name: geometry, dtype: object"
장생포고래로276번길,4310749,"0    LINESTRING (129.384213827115 35.50415472313345...
Name: geometry, dtype: object"
장생포고래로288번길,4310750,"0    LINESTRING (129.3847284398387 35.5050820200471...
Name: geometry, dtype: object"
장생포고래로29번길,4310751,"0    LINESTRING (129.370872672777 35.50914825825013...
Name: geometry, dtype: object"
장생포고래로29번길,4310751,"0    LINESTRING (129.371407269964 35.50822238558526...
Name: geometry, dtype: object"
장생포고래로29번길,4310751,"0    LINESTRING (129.3670253381315 35.5096859107009...
Name: geometry, dtype: object"
장생포로19번길,4310752,"0    LINESTRING (129.3468758282253 35.5190273652008...
Name: geometry, dtype: object"
장생포로19번길,4310752,"0    LINESTRING (129.3456174152063 35.5190599205338...
Name: geometry, dtype: object"
장생포로19번길,4310752,"0    LINESTRING (129.3478496507712 35.5185949071394...
Name: geometry, dtype: object"
장생포로376번길,4310754,"0    LINESTRING (129.3820856592697 35.5086800788997...
Name: geometry, dtype: object"
정광로19번길,4310755,"0    LINESTRING (129.2822468064699 35.5482544674638...
Name: geometry, dtype: object"
정광로21번길,4310756,"0    LINESTRING (129.2823029562719 35.5485246886263...
Name: geometry, dtype: object"
정광로24번길,4310757,"0    LINESTRING (129.2838185897042 35.5480497279912...
Name: geometry, dtype: object"
정광로24번길,4310757,"0    LINESTRING (129.2832665261824 35.5482892671916...
Name: geometry, dtype: object"
정광로3번길,4310758,"0    LINESTRING (129.2824285109153 35.5467724171253...
Name: geometry, dtype: object"
정광로4번길,4310759,"0    LINESTRING (129.2824295313136 35.5467772456809...
Name: geometry, dtype: object"
정광로4번길,4310759,"0    LINESTRING (129.2835406075026 35.5466346630069...
Name: geometry, dtype: object"
정동로104번길,4310760,"0    LINESTRING (129.3443756844687 35.5430510566685...
Name: geometry, dtype: object"
정동로118번길,4310761,"0    LINESTRING (129.3445037586167 35.5442941331812...
Name: geometry, dtype: object"
정동로122번길,4310762,"0    LINESTRING (129.345235633174 35.54461663144014...
Name: geometry, dtype: object"
정동로20번길,4310763,"0    LINESTRING (129.3438712383416 35.5355155544288...
Name: geometry, dtype: object"
정동로42번길,4310764,"0    LINESTRING (129.3439322594898 35.5375678423085...
Name: geometry, dtype: object"
정동로60번길,4310765,"0    LINESTRING (129.3439885985317 35.5392260704695...
Name: geometry, dtype: object"
정동로6번길,4310766,"0    LINESTRING (129.3459831461897 35.5346899220404...
Name: geometry, dtype: object"
정동로6번길,4310766,"0    LINESTRING (129.3449183344405 35.5345185315952...
Name: geometry, dtype: object"
정동로6번길,4310766,"0    LINESTRING (129.344430777623 35.5344400463534,...
Name: geometry, dtype: object"
정동로6번길,4310766,"0    LINESTRING (129.343837296231 35.53434450996528...
Name: geometry, dtype: object"
정동로76번길,4310767,"0    LINESTRING (129.3447362405574 35.5405430949063...
Name: geometry, dtype: object"
정동로80번길,4310768,"0    LINESTRING (129.344163434541 35.54100767290458...
Name: geometry, dtype: object"
정동로86번길,4310769,"0    LINESTRING (129.3442178586204 35.5415219399904...
Name: geometry, dtype: object"
중앙로120번길,4310770,"0    LINESTRING (129.3152915826547 35.5318700486560...
Name: geometry, dtype: object"
중앙로120번길,4310770,"0    LINESTRING (129.316633023285 35.53205118112377...
Name: geometry, dtype: object"
중앙로128번길,4310771,"0    LINESTRING (129.3149924855815 35.5326368459554...
Name: geometry, dtype: object"
중앙로128번길,4310771,"0    LINESTRING (129.3218232415398 35.5344173481519...
Name: geometry, dtype: object"
중앙로137번길,4310772,"0    LINESTRING (129.3140440114234 35.5332777849070...
Name: geometry, dtype: object"
중앙로151번길,4310773,"0    LINESTRING (129.313591949262 35.53441418121655...
Name: geometry, dtype: object"
중앙로156번길,4310774,"0    LINESTRING (129.3204432686217 35.5367210722260...
Name: geometry, dtype: object"
중앙로156번길,4310774,"0    LINESTRING (129.3187121505338 35.5362690426567...
Name: geometry, dtype: object"
중앙로156번길,4310774,"0    LINESTRING (129.3140501896113 35.5350524808943...
Name: geometry, dtype: object"
중앙로156번길,4310774,"0    LINESTRING (129.3198592989118 35.5365685931505...
Name: geometry, dtype: object"
중앙로166번길,4310775,"0    LINESTRING (129.3181199413266 35.5370822773160...
Name: geometry, dtype: object"
중앙로166번길,4310775,"0    LINESTRING (129.3183590602791 35.5371449831935...
Name: geometry, dtype: object"
중앙로166번길,4310775,"0    LINESTRING (129.3198572406962 35.5375378771070...
Name: geometry, dtype: object"
중앙로166번길,4310775,"0    LINESTRING (129.3137106828949 35.5359227758707...
Name: geometry, dtype: object"
중앙로167번길,4310776,"0    LINESTRING (129.3100537034771 35.5350443499763...
Name: geometry, dtype: object"
중앙로167번길,4310776,"0    LINESTRING (129.3136825031429 35.5359950064412...
Name: geometry, dtype: object"
중앙로176번길,4310778,"0    LINESTRING (129.3133704811762 35.5367948651561...
Name: geometry, dtype: object"
중앙로17번길,4310779,"0    LINESTRING (129.3181357710964 35.5231313696305...
Name: geometry, dtype: object"
중앙로17번길,4310779,"0    LINESTRING (129.3186924812868 35.5231930426462...
Name: geometry, dtype: object"
중앙로185번길,4310780,"0    LINESTRING (129.3130585403069 35.5375944704007...
Name: geometry, dtype: object"
중앙로186번길,4310781,"0    LINESTRING (129.3136622048534 35.5377912390249...
Name: geometry, dtype: object"
중앙로198번길,4310782,"0    LINESTRING (129.3132690219068 35.5388230389863...
Name: geometry, dtype: object"
중앙로204번길,4310783,"0    LINESTRING (129.3124854790551 35.5390633822942...
Name: geometry, dtype: object"
중앙로208번길,4310784,"0    LINESTRING (129.3129273590641 35.5396951844977...
Name: geometry, dtype: object"
중앙로213번길,4310785,"0    LINESTRING (129.3121182011561 35.5400011606744...
Name: geometry, dtype: object"
중앙로214번길,4310786,"0    LINESTRING (129.3146640246543 35.5406614973493...
Name: geometry, dtype: object"
중앙로214번길,4310786,"0    LINESTRING (129.3121182011561 35.5400011606744...
Name: geometry, dtype: object"
중앙로220번길,4310787,"0    LINESTRING (129.3125634675518 35.5406240596161...
Name: geometry, dtype: object"
중앙로223번길,4310788,"0    LINESTRING (129.3111319538141 35.5407065258677...
Name: geometry, dtype: object"
중앙로224번길,4310789,"0    LINESTRING (129.3117577670477 35.5409286094041...
Name: geometry, dtype: object"
중앙로230번길,4310790,"0    LINESTRING (129.3135264229257 35.5419029677353...
Name: geometry, dtype: object"
중앙로230번길,4310790,"0    LINESTRING (129.3128158689511 35.5417166862982...
Name: geometry, dtype: object"
중앙로230번길,4310790,"0    LINESTRING (129.314121637159 35.54205899921694...
Name: geometry, dtype: object"
중앙로230번길,4310790,"0    LINESTRING (129.3121987923999 35.5415549093653...
Name: geometry, dtype: object"
중앙로241번길,4310791,"0    LINESTRING (129.3105390072607 35.5422010216056...
Name: geometry, dtype: object"
중앙로242번길,4310792,"0    LINESTRING (129.313770227854 35.54304650140288...
Name: geometry, dtype: object"
중앙로242번길,4310792,"0    LINESTRING (129.3118144199588 35.5425274303048...
Name: geometry, dtype: object"
중앙로248번길,4310793,"0    LINESTRING (129.3155435376583 35.5440055586894...
Name: geometry, dtype: object"
중앙로248번길,4310793,"0    LINESTRING (129.3145669814626 35.5437504814583...
Name: geometry, dtype: object"
중앙로248번길,4310793,"0    LINESTRING (129.3135864905244 35.5434943609768...
Name: geometry, dtype: object"
중앙로248번길,4310793,"0    LINESTRING (129.3110173002504 35.5428236701356...
Name: geometry, dtype: object"
중앙로251번길,4310794,"0    LINESTRING (129.3101849730075 35.5431108467040...
Name: geometry, dtype: object"
중앙로252번길,4310795,"0    LINESTRING (129.3133867538955 35.5439546183535...
Name: geometry, dtype: object"
중앙로252번길,4310795,"0    LINESTRING (129.3114508752028 35.5434527136517...
Name: geometry, dtype: object"
중앙로252번길,4310795,"0    LINESTRING (129.3131881776412 35.5439031362069...
Name: geometry, dtype: object"
중앙로258번길,4310796,"0    LINESTRING (129.3106606329847 35.5437392084736...
Name: geometry, dtype: object"
중앙로258번길,4310796,"0    LINESTRING (129.3115836397843 35.5439818689966...
Name: geometry, dtype: object"
중앙로258번길,4310796,"0    LINESTRING (129.3165734642664 35.5452786159946...
Name: geometry, dtype: object"
중앙로261번길,4310797,"0    LINESTRING (129.3098320225108 35.5440177747225...
Name: geometry, dtype: object"
중앙로276번길,4310798,"0    LINESTRING (129.3108755396376 35.5454330431429...
Name: geometry, dtype: object"
중앙로280번길,4310799,"0    LINESTRING (129.3121688275132 35.5462029641615...
Name: geometry, dtype: object"
중앙로280번길,4310799,"0    LINESTRING (129.3099278307331 35.5456159909221...
Name: geometry, dtype: object"
중앙로280번길,4310799,"0    LINESTRING (129.3124812564129 35.5462844468262...
Name: geometry, dtype: object"
중앙로280번길,4310799,"0    LINESTRING (129.3130995368283 35.5464457142604...
Name: geometry, dtype: object"
중앙로284번길,4310800,"0    LINESTRING (129.3105129370982 35.5462565288476...
Name: geometry, dtype: object"
중앙로284번길,4310800,"0    LINESTRING (129.3107983035112 35.5463470711149...
Name: geometry, dtype: object"
중앙로28번길,4310801,"0    LINESTRING (129.3193779887107 35.5242230595430...
Name: geometry, dtype: object"
중앙로28번길,4310801,"0    LINESTRING (129.3192625725326 35.5249764684255...
Name: geometry, dtype: object"
중앙로28번길,4310801,"0    LINESTRING (129.3190124405201 35.5241269258055...
Name: geometry, dtype: object"
중앙로28번길,4310801,"0    LINESTRING (129.3183829340779 35.5239607870899...
Name: geometry, dtype: object"
중앙로290번길,4310802,"0    LINESTRING (129.3116869881102 35.5470923655109...
Name: geometry, dtype: object"
중앙로290번길,4310802,"0    LINESTRING (129.3099829693919 35.5466781947210...
Name: geometry, dtype: object"
중앙로290번길,4310802,"0    LINESTRING (129.311710008587 35.54709679077381...
Name: geometry, dtype: object"
중앙로290번길,4310802,"0    LINESTRING (129.3095662276259 35.5465420563701...
Name: geometry, dtype: object"
중앙로296번길,4310803,"0    LINESTRING (129.3103712021357 35.5472391748877...
Name: geometry, dtype: object"
중앙로296번길,4310803,"0    LINESTRING (129.3100139869825 35.5471434437799...
Name: geometry, dtype: object"
중앙로300번길,4310804,"0    LINESTRING (129.3092003085092 35.5474345945254...
Name: geometry, dtype: object"
중앙로300번길,4310804,"0    LINESTRING (129.3115552181217 35.5480446856847...
Name: geometry, dtype: object"
중앙로306번길,4310805,"0    LINESTRING (129.3114056680472 35.5484841978677...
Name: geometry, dtype: object"
중앙로306번길,4310805,"0    LINESTRING (129.308938698505 35.54780151111476...
Name: geometry, dtype: object"
중앙로44번길,4310806,"0    LINESTRING (129.3187343089394 35.5255600059503...
Name: geometry, dtype: object"
중앙로44번길,4310806,"0    LINESTRING (129.3184707308963 35.5254844673508...
Name: geometry, dtype: object"
중앙로44번길,4310806,"0    LINESTRING (129.3181194598319 35.5253837959514...
Name: geometry, dtype: object"
중앙로44번길,4310806,"0    LINESTRING (129.3178487613002 35.5253084098743...
Name: geometry, dtype: object"
중앙로47번길,4310807,"0    LINESTRING (129.3177106928621 35.5256595201788...
Name: geometry, dtype: object"
중앙로48번길,4310808,"0    LINESTRING (129.3176940782502 35.5257017624017...
Name: geometry, dtype: object"
중앙로48번길,4310808,"0    LINESTRING (129.3181900636081 35.5262280975780...
Name: geometry, dtype: object"
중앙로63번길,4310809,"0    LINESTRING (129.3140596872878 35.5263716601633...
Name: geometry, dtype: object"
중앙로63번길,4310809,"0    LINESTRING (129.3153623110969 35.5266458042932...
Name: geometry, dtype: object"
중앙로63번길,4310809,"0    LINESTRING (129.3171496298875 35.5270861995784...
Name: geometry, dtype: object"
중앙로64번길,4310810,"0    LINESTRING (129.3171727295389 35.5270274647834...
Name: geometry, dtype: object"
중앙로64번길,4310810,"0    LINESTRING (129.3183526941474 35.5272117138966...
Name: geometry, dtype: object"
중앙로75번길,4310811,"0    LINESTRING (129.313602110314 35.52745494064184...
Name: geometry, dtype: object"
중앙로75번길,4310811,"0    LINESTRING (129.3138191128 35.52749762305388, ...
Name: geometry, dtype: object"
중앙로75번길,4310811,"0    LINESTRING (129.3136131925411 35.5278027128885...
Name: geometry, dtype: object"
중앙로75번길,4310811,"0    LINESTRING (129.313618049408 35.52795506431968...
Name: geometry, dtype: object"
중앙로75번길,4310811,"0    LINESTRING (129.3167624553212 35.5280764470851...
Name: geometry, dtype: object"
중앙로91번길,4310812,"0    LINESTRING (129.3149979528026 35.5292409685797...
Name: geometry, dtype: object"
중앙로91번길,4310812,"0    LINESTRING (129.3142333797958 35.5291307242982...
Name: geometry, dtype: object"
중앙로91번길,4310812,"0    LINESTRING (129.3161797712907 35.5295653944042...
Name: geometry, dtype: object"
처용로12번길,4310813,"0    LINESTRING (129.3398466339731 35.5183439249040...
Name: geometry, dtype: object"
처용로12번길,4310813,"0    LINESTRING (129.3395306291239 35.5181921493533...
Name: geometry, dtype: object"
처용로12번길,4310813,"0    LINESTRING (129.3405134032247 35.5185889988639...
Name: geometry, dtype: object"
처용로12번길,4310813,"0    LINESTRING (129.3392415280709 35.5180728434456...
Name: geometry, dtype: object"
처용로26번길,4310814,"0    LINESTRING (129.3411185257127 35.5174436148686...
Name: geometry, dtype: object"
처용로26번길,4310814,"0    LINESTRING (129.3377546082407 35.5173311749953...
Name: geometry, dtype: object"
처용로26번길,4310814,"0    LINESTRING (129.3395893660525 35.5172484086791...
Name: geometry, dtype: object"
처용로26번길,4310814,"0    LINESTRING (129.3403507602301 35.5172951494805...
Name: geometry, dtype: object"
처용로26번길,4310814,"0    LINESTRING (129.3382105471881 35.5173090741677...
Name: geometry, dtype: object"
처용로26번길,4310814,"0    LINESTRING (129.3399431245155 35.5172346993283...
Name: geometry, dtype: object"
처용로487번길,4310815,"0    LINESTRING (129.349617442866 35.48183676434838...
Name: geometry, dtype: object"
처용로487번길,4310815,"0    LINESTRING (129.3476655063463 35.4817522944296...
Name: geometry, dtype: object"
처용로561번길,4310816,"0    LINESTRING (129.3467112046381 35.4754335850759...
Name: geometry, dtype: object"
처용로768번길,4310818,"0    LINESTRING (129.363596475347 35.46953156938974...
Name: geometry, dtype: object"
팔등로109번길,4310819,"0    LINESTRING (129.3183246474249 35.5467818359990...
Name: geometry, dtype: object"
팔등로109번길,4310819,"0    LINESTRING (129.3179574010149 35.5477106719453...
Name: geometry, dtype: object"
팔등로115번길,4310820,"0    LINESTRING (129.3188765543849 35.5469263759468...
Name: geometry, dtype: object"
팔등로127번길,4310821,"0    LINESTRING (129.3196889943235 35.5486571224829...
Name: geometry, dtype: object"
팔등로127번길,4310821,"0    LINESTRING (129.3202276195597 35.5472782008500...
Name: geometry, dtype: object"
팔등로141번길,4310822,"0    LINESTRING (129.3215282346158 35.5476113795712...
Name: geometry, dtype: object"
팔등로143번길,4310823,"0    LINESTRING (129.3216583453065 35.5476447154658...
Name: geometry, dtype: object"
팔등로151번길,4310824,"0    LINESTRING (129.322589796571 35.5480954624965,...
Name: geometry, dtype: object"
팔등로151번길,4310824,"0    LINESTRING (129.3226651006458 35.5478999158726...
Name: geometry, dtype: object"
팔등로17번길,4310825,"0    LINESTRING (129.3085611844802 35.5442243763525...
Name: geometry, dtype: object"
팔등로27번길,4310826,"0    LINESTRING (129.3096427428518 35.5445077328340...
Name: geometry, dtype: object"
팔등로27번길,4310826,"0    LINESTRING (129.3086497111644 35.5470370591342...
Name: geometry, dtype: object"
팔등로41번길,4310827,"0    LINESTRING (129.3110946533505 35.5448880908079...
Name: geometry, dtype: object"
팔등로41번길,4310827,"0    LINESTRING (129.3100890496563 35.5469519793647...
Name: geometry, dtype: object"
팔등로42번길,4310828,"0    LINESTRING (129.3111115208337 35.5448925088996...
Name: geometry, dtype: object"
팔등로51번길,4310829,"0    LINESTRING (129.3120566549008 35.5451400970885...
Name: geometry, dtype: object"
팔등로61번길,4310830,"0    LINESTRING (129.3131898656578 35.5454364925527...
Name: geometry, dtype: object"
팔등로61번길,4310830,"0    LINESTRING (129.3123077275687 35.5476838716665...
Name: geometry, dtype: object"
팔등로61번길,4310830,"0    LINESTRING (129.3121930256686 35.5479760688813...
Name: geometry, dtype: object"
팔등로61번길,4310830,"0    LINESTRING (129.3119189959023 35.5486741496989...
Name: geometry, dtype: object"
팔등로61번길,4310830,"0    LINESTRING (129.312213589777 35.54792369586223...
Name: geometry, dtype: object"
팔등로67번길,4310831,"0    LINESTRING (129.3137441295163 35.5455821315269...
Name: geometry, dtype: object"
화합로102번길,4310833,"0    LINESTRING (129.3421733989521 35.5340764722301...
Name: geometry, dtype: object"
화합로102번길,4310833,"0    LINESTRING (129.3432301452639 35.5342467741784...
Name: geometry, dtype: object"
화합로102번길,4310833,"0    LINESTRING (129.341883366742 35.53402787324564...
Name: geometry, dtype: object"
화합로111번길,4310834,"0    LINESTRING (129.3407880787176 35.5347480289429...
Name: geometry, dtype: object"
화합로111번길,4310834,"0    LINESTRING (129.3394268117291 35.5344691512521...
Name: geometry, dtype: object"
화합로112번길,4310835,"0    LINESTRING (129.3407843692292 35.5347600265847...
Name: geometry, dtype: object"
화합로120번길,4310836,"0    LINESTRING (129.3415848240046 35.5355079005746...
Name: geometry, dtype: object"
화합로125번길,4310837,"0    LINESTRING (129.3404209772306 35.5359357493731...
Name: geometry, dtype: object"
화합로134번길,4310838,"0    LINESTRING (129.3401858572722 35.5366964075881...
Name: geometry, dtype: object"
화합로134번길,4310838,"0    LINESTRING (129.3410262156789 35.5366973342651...
Name: geometry, dtype: object"
화합로134번길,4310838,"0    LINESTRING (129.3422636354043 35.5366986209014...
Name: geometry, dtype: object"
화합로148번길,4310839,"0    LINESTRING (129.3398348391381 35.5378320130164...
Name: geometry, dtype: object"
화합로14번길,4310840,"0    LINESTRING (129.3436094795312 35.5264485482285...
Name: geometry, dtype: object"
화합로178번길,4310841,"0    LINESTRING (129.3392846032136 35.5405600660646...
Name: geometry, dtype: object"
화합로194번길,4310842,"0    LINESTRING (129.3394605592233 35.5420833255545...
Name: geometry, dtype: object"
화합로210번길,4310843,"0    LINESTRING (129.3396159929192 35.5434289521374...
Name: geometry, dtype: object"
화합로224번길,4310844,"0    LINESTRING (129.3397587406965 35.5446646921960...
Name: geometry, dtype: object"
화합로242번길,4310845,"0    LINESTRING (129.3399418797622 35.5462500557983...
Name: geometry, dtype: object"
화합로31번길,4310846,"0    LINESTRING (129.3418085147768 35.5275409111894...
Name: geometry, dtype: object"
화합로31번길,4310846,"0    LINESTRING (129.3427980657519 35.5279228506459...
Name: geometry, dtype: object"
화합로71번길,4310847,"0    LINESTRING (129.3395137335189 35.5303844954204...
Name: geometry, dtype: object"
화합로71번길,4310847,"0    LINESTRING (129.339370489156 35.53077707700301...
Name: geometry, dtype: object"
화합로71번길,4310847,"0    LINESTRING (129.3394785101642 35.5304669814512...
Name: geometry, dtype: object"
화합로71번길,4310847,"0    LINESTRING (129.3405247896989 35.5311365905999...
Name: geometry, dtype: object"
화합로71번길,4310847,"0    LINESTRING (129.3400043723196 35.5312404214141...
Name: geometry, dtype: object"
화합로71번길,4310847,"0    LINESTRING (129.3414102270769 35.5313145193717...
Name: geometry, dtype: object"
야음로37번길,4310848,"0    LINESTRING (129.3238014296265 35.5257788355435...
Name: geometry, dtype: object"
거마로75번길,4310849,"0    LINESTRING (129.2986572377327 35.5404485875330...
Name: geometry, dtype: object"
거마로14번길,4310850,"0    LINESTRING (129.2957176502713 35.5355215149582...
Name: geometry, dtype: object"
거마로13번길,4310851,"0    LINESTRING (129.2957113295584 35.5355117693561...
Name: geometry, dtype: object"
문수로332번길,4310852,"0    LINESTRING (129.2897538837256 35.5351524435254...
Name: geometry, dtype: object"
거마로30번길,4310853,"0    LINESTRING (129.2966054554166 35.5368832118411...
Name: geometry, dtype: object"
거마로98번길,4310854,"0    LINESTRING (129.3009651905527 35.5405173069375...
Name: geometry, dtype: object"
거마로98번길,4310854,"0    LINESTRING (129.3011158370346 35.5387872932348...
Name: geometry, dtype: object"
신복로90번길,4310855,"0    LINESTRING (129.2529383149542 35.5492793139617...
Name: geometry, dtype: object"
야음로27번길,4310856,"0    LINESTRING (129.3238761469914 35.5246140808388...
Name: geometry, dtype: object"
대공원입구로10번길,4310857,"0    LINESTRING (129.2938722661987 35.5328339158538...
Name: geometry, dtype: object"
돋질로421번길,4310858,"0    LINESTRING (129.3508555755267 35.5431536002340...
Name: geometry, dtype: object"
돋질로409번길,4310859,"0    LINESTRING (129.3496015106375 35.5432532505896...
Name: geometry, dtype: object"
용연로212번길,4310860,"0    LINESTRING (129.360157950535 35.47385674128373...
Name: geometry, dtype: object"
장생포로254번길,4310861,"0    LINESTRING (129.3694094020421 35.5118709585625...
Name: geometry, dtype: object"
중앙로175번길,4310862,"0    LINESTRING (129.3133704811762 35.5367948651561...
Name: geometry, dtype: object"
대공원입구로21번길,4310863,"0    LINESTRING (129.2944363048196 35.5337757705343...
Name: geometry, dtype: object"
대공원입구로9번길,4310864,"0    LINESTRING (129.2911963608241 35.5332732836724...
Name: geometry, dtype: object"
대공원입구로9번길,4310864,"0    LINESTRING (129.2938722661987 35.5328339158538...
Name: geometry, dtype: object"
남중로125번길,4310865,"0    LINESTRING (129.3483954822007 35.5455865027212...
Name: geometry, dtype: object"
거마로101번길,4310866,"0    LINESTRING (129.3014572327631 35.5404690274483...
Name: geometry, dtype: object"
수암로347번길,4310867,"0    LINESTRING (129.3417807712424 35.5201354526831...
Name: geometry, dtype: object"
삼산로82번길,4310868,"0    LINESTRING (129.3165420718592 35.5345646155899...
Name: geometry, dtype: object"
이휴정길,4310869,"0    LINESTRING (129.3054458826299 35.5492322724662...
Name: geometry, dtype: object"
테크노산업로29번길,4854917,"0    LINESTRING (129.2994088696776 35.5158944762939...
Name: geometry, dtype: object"
테크노산업로44번길,4854918,"0    LINESTRING (129.2984406644044 35.5148277391266...
Name: geometry, dtype: object"
테크노산업로44번길,4854918,"0    LINESTRING (129.294578969264 35.51473104092334...
Name: geometry, dtype: object"
테크노산업로44번길,4854918,"0    LINESTRING (129.2950365358177 35.5149388558147...
Name: geometry, dtype: object"
테크노산업로44번길,4854918,"0    LINESTRING (129.2955039771282 35.5151567505351...
Name: geometry, dtype: object"
테크노산업로44번길,4854918,"0    LINESTRING (129.2960346457103 35.5153996857698...
Name: geometry, dtype: object"
테크노산업로44번길,4854918,"0    LINESTRING (129.2976108818222 35.5151332919587...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.2979589954098 35.5136966437066...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.3051105902218 35.5032439338091...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.299937203072 35.5108558750092,...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.3023022816437 35.5074592422843...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.3023086102129 35.5074501529966...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.2999386352529 35.5108538182677...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.3006335188972 35.5098558881587...
Name: geometry, dtype: object"
테크노산업로55번길,4854919,"0    LINESTRING (129.3012907068665 35.5089120668278...
Name: geometry, dtype: object"
테크노산업로81번길,4854920,"0    LINESTRING (129.2956160192631 35.5125363263627...
Name: geometry, dtype: object"
테크노산업로82번길,4854921,"0    LINESTRING (129.2954618746483 35.5127974443945...
Name: geometry, dtype: object"
신항로716번길,4854922,"0    LINESTRING (129.3648213847221 35.4595082558272...
Name: geometry, dtype: object"
신항로742번길,4854923,"0    LINESTRING (129.365002286111 35.46182661024073...
Name: geometry, dtype: object"
신항로852번길,4854924,"0    LINESTRING (129.3739875377147 35.4682905403828...
Name: geometry, dtype: object"
