RN,RN_CD,geometry
번영로124번길,4310285,"0    LINESTRING (129.3284612971914 35.5364418839129...
Name: geometry, dtype: object"
번영로144번길,4310286,"0    LINESTRING (129.3287549987203 35.5383953802231...
Name: geometry, dtype: object"
번영로150번길,4310287,"0    LINESTRING (129.3275145855663 35.5386473167469...
Name: geometry, dtype: object"
번영로153번길,4310288,"0    LINESTRING (129.3264549018936 35.5387719867229...
Name: geometry, dtype: object"
번영로156번길,4310289,"0    LINESTRING (129.3279467653295 35.5391889425333...
Name: geometry, dtype: object"
번영로15번길,4310290,"0    LINESTRING (129.330469810385 35.52693136162708...
Name: geometry, dtype: object"
번영로15번길,4310290,"0    LINESTRING (129.3282987459033 35.5274026295983...
Name: geometry, dtype: object"
번영로15번길,4310290,"0    LINESTRING (129.3261108519029 35.5274082406634...
Name: geometry, dtype: object"
번영로15번길,4310290,"0    LINESTRING (129.3272631060574 35.5274052330454...
Name: geometry, dtype: object"
번영로15번길,4310290,"0    LINESTRING (129.3295639230245 35.5269393720816...
Name: geometry, dtype: object"
번영로163번길,4310291,"0    LINESTRING (129.32611013957 35.53964671922515,...
Name: geometry, dtype: object"
번영로166번길,4310292,"0    LINESTRING (129.3269676353151 35.5399214114115...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3326141104357 35.5261105697704...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3327746564331 35.5265120885259...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3314366189907 35.5267794752346...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3328176928344 35.5269611397348...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3328566406012 35.5273675979123...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3326032195577 35.5262479480425...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3323699264983 35.5275830818171...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3323699264983 35.5275830818171...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3328922780834 35.5279127473948...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3328461382683 35.5273661035773...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3318197070636 35.5271538971717...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3313563041179 35.5270419267305...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.330902305296 35.52693221810917...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3313444732189 35.5270390659295...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3304694158247 35.5269211330034...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3323875703776 35.5272965027177...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3318053487997 35.5271504214444...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3323081226108 35.5278313598300...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3324011180375 35.5272985655663...
Name: geometry, dtype: object"
번영로16번길,4310293,"0    LINESTRING (129.3323150101343 35.5278036711834...
Name: geometry, dtype: object"
번영로173번길,4310294,"0    LINESTRING (129.3257771806179 35.5404914779323...
Name: geometry, dtype: object"
번영로180번길,4310295,"0    LINESTRING (129.3270442985216 35.5413027967940...
Name: geometry, dtype: object"
번영로191번길,4310296,"0    LINESTRING (129.3260101199264 35.5421532143354...
Name: geometry, dtype: object"
번영로201번길,4310297,"0    LINESTRING (129.3256360607092 35.5430252749344...
Name: geometry, dtype: object"
번영로233번길,4310298,"0    LINESTRING (129.3236141174087 35.545604307358,...
Name: geometry, dtype: object"
번영로234번길,4310299,"0    LINESTRING (129.325281813942 35.54597220080473...
Name: geometry, dtype: object"
번영로245번길,4310300,"0    LINESTRING (129.3232424066097 35.5465308369913...
Name: geometry, dtype: object"
번영로246번길,4310301,"0    LINESTRING (129.3247942599587 35.5470828827157...
Name: geometry, dtype: object"
번영로250번길,4310302,"0    LINESTRING (129.3252197379394 35.5475938193748...
Name: geometry, dtype: object"
번영로250번길,4310302,"0    LINESTRING (129.3247916581674 35.5474677144419...
Name: geometry, dtype: object"
번영로250번길,4310302,"0    LINESTRING (129.3238740696733 35.5471974040662...
Name: geometry, dtype: object"
번영로255번길,4310303,"0    LINESTRING (129.3199248092912 35.5466534859185...
Name: geometry, dtype: object"
번영로255번길,4310303,"0    LINESTRING (129.3212880241771 35.5470156137086...
Name: geometry, dtype: object"
번영로255번길,4310303,"0    LINESTRING (129.3209958686383 35.5469380117926...
Name: geometry, dtype: object"
번영로255번길,4310303,"0    LINESTRING (129.3195840488497 35.5465629582004...
Name: geometry, dtype: object"
번영로255번길,4310303,"0    LINESTRING (129.3228786804153 35.5474374345302...
Name: geometry, dtype: object"
번영로255번길,4310303,"0    LINESTRING (129.320699264601 35.54685921321074...
Name: geometry, dtype: object"
번영로267번길,4310304,"0    LINESTRING (129.3224691932124 35.5484002400879...
Name: geometry, dtype: object"
번영로271번길,4310305,"0    LINESTRING (129.3222867225934 35.5488551751850...
Name: geometry, dtype: object"
번영로30번길,4310306,"0    LINESTRING (129.3305170687336 35.5281854388429...
Name: geometry, dtype: object"
번영로30번길,4310306,"0    LINESTRING (129.3317426314774 35.5281582500021...
Name: geometry, dtype: object"
번영로30번길,4310306,"0    LINESTRING (129.332510303982 35.52814185099423...
Name: geometry, dtype: object"
번영로30번길,4310306,"0    LINESTRING (129.3320242756977 35.5281522329434...
Name: geometry, dtype: object"
번영로4번길,4310307,"0    LINESTRING (129.3304327433625 35.5259480414945...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3306014615889 35.5304245926267...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3321718195814 35.5307884399844...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3332064435866 35.5296365383492...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3332064435866 35.5296365383492...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3325078217544 35.5302085176309...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3340704756475 35.5297063886001...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3340704756475 35.5297063886001...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3322046385365 35.5305695697637...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3333155981898 35.5299203892409...
Name: geometry, dtype: object"
번영로54번길,4310308,"0    LINESTRING (129.3322000274279 35.5303459982672...
Name: geometry, dtype: object"
번영로64번길,4310309,"0    LINESTRING (129.3306338484755 35.5312840598372...
Name: geometry, dtype: object"
번영로64번길,4310309,"0    LINESTRING (129.3319741436476 35.5313359503915...
Name: geometry, dtype: object"
번영로75번길,4310310,"0    LINESTRING (129.3302058126389 35.5323631753401...
Name: geometry, dtype: object"
번영로84번길,4310311,"0    LINESTRING (129.3299232781312 35.5330282260069...
Name: geometry, dtype: object"
번영로89번길,4310312,"0    LINESTRING (129.3297175065666 35.5335125558653...
Name: geometry, dtype: object"
번영로94번길,4310313,"0    LINESTRING (129.3295753922185 35.5338463943514...
Name: geometry, dtype: object"
법대로14번길,4310314,"0    LINESTRING (129.2834580623651 35.5373756359259...
Name: geometry, dtype: object"
법대로81번길,4310315,"0    LINESTRING (129.2877477513046 35.5372922274601...
Name: geometry, dtype: object"
법대로87번길,4310316,"0    LINESTRING (129.2877711078005 35.5368179197133...
Name: geometry, dtype: object"
법대로8번길,4310317,"0    LINESTRING (129.2878015225762 35.5363223065827...
Name: geometry, dtype: object"
법대로95번길,4310318,"0    LINESTRING (129.2903849740563 35.5357614435613...
Name: geometry, dtype: object"
봉월로101번길,4310319,"0    LINESTRING (129.3060301792401 35.5415236159193...
Name: geometry, dtype: object"
봉월로102번길,4310320,"0    LINESTRING (129.3060326610899 35.5415325504844...
Name: geometry, dtype: object"
봉월로102번길,4310320,"0    LINESTRING (129.307101242989 35.54180815756409...
Name: geometry, dtype: object"
봉월로114번길,4310321,"0    LINESTRING (129.3063302665211 35.5426076005347...
Name: geometry, dtype: object"
봉월로114번길,4310321,"0    LINESTRING (129.3096644161784 35.5434710641264...
Name: geometry, dtype: object"
봉월로114번길,4310321,"0    LINESTRING (129.3075781722626 35.5429356377444...
Name: geometry, dtype: object"
봉월로134번길,4310322,"0    LINESTRING (129.3081756929998 35.5446571579117...
Name: geometry, dtype: object"
봉월로134번길,4310322,"0    LINESTRING (129.3067975808582 35.5442955771732...
Name: geometry, dtype: object"
봉월로137번길,4310323,"0    LINESTRING (129.3068628434403 35.5445313073833...
Name: geometry, dtype: object"
봉월로140번길,4310324,"0    LINESTRING (129.3069477513309 35.5448379916574...
Name: geometry, dtype: object"
봉월로146번길,4310325,"0    LINESTRING (129.3070976890881 35.5453795682879...
Name: geometry, dtype: object"
봉월로14번길,4310326,"0    LINESTRING (129.3069907640665 35.5336871911393...
Name: geometry, dtype: object"
봉월로151번길,4310327,"0    LINESTRING (129.3072467343418 35.5459179022868...
Name: geometry, dtype: object"
봉월로152번길,4310328,"0    LINESTRING (129.3072467343418 35.5459179022868...
Name: geometry, dtype: object"
봉월로152번길,4310328,"0    LINESTRING (129.3091168040303 35.5464069192720...
Name: geometry, dtype: object"
봉월로158번길,4310329,"0    LINESTRING (129.3073987894426 35.5464671070173...
Name: geometry, dtype: object"
봉월로164번길,4310330,"0    LINESTRING (129.3075475368378 35.5470043417155...
Name: geometry, dtype: object"
봉월로169번길,4310331,"0    LINESTRING (129.3059902051489 35.5475299706946...
Name: geometry, dtype: object"
봉월로169번길,4310331,"0    LINESTRING (129.306983825209 35.54744944155644...
Name: geometry, dtype: object"
봉월로170번길,4310332,"0    LINESTRING (129.3076769867209 35.5474719011774...
Name: geometry, dtype: object"
봉월로174번길,4310333,"0    LINESTRING (129.3077655420076 35.5478718592369...
Name: geometry, dtype: object"
봉월로20번길,4310334,"0    LINESTRING (129.3068085502244 35.5342039863128...
Name: geometry, dtype: object"
봉월로24번길,4310335,"0    LINESTRING (129.3066648331164 35.5346116811887...
Name: geometry, dtype: object"
봉월로27번길,4310336,"0    LINESTRING (129.3065272910921 35.5350081751845...
Name: geometry, dtype: object"
봉월로28번길,4310337,"0    LINESTRING (129.3065290253804 35.5350031776258...
Name: geometry, dtype: object"
봉월로28번길,4310337,"0    LINESTRING (129.3084160997406 35.5354967425574...
Name: geometry, dtype: object"
봉월로38번길,4310338,"0    LINESTRING (129.3109336108099 35.5370414096132...
Name: geometry, dtype: object"
봉월로38번길,4310338,"0    LINESTRING (129.3062428335558 35.5358282251586...
Name: geometry, dtype: object"
봉월로50번길,4310339,"0    LINESTRING (129.3058528217839 35.5369253012637...
Name: geometry, dtype: object"
봉월로59번길,4310340,"0    LINESTRING (129.3023026823039 35.5378269860008...
Name: geometry, dtype: object"
봉월로59번길,4310340,"0    LINESTRING (129.3026948160257 35.5378202479559...
Name: geometry, dtype: object"
봉월로59번길,4310340,"0    LINESTRING (129.305554703059 35.5378105654609,...
Name: geometry, dtype: object"
봉월로60번길,4310341,"0    LINESTRING (129.305554703059 35.5378105654609,...
Name: geometry, dtype: object"
봉월로67번길,4310342,"0    LINESTRING (129.3054469477076 35.5383948576951...
Name: geometry, dtype: object"
봉월로67번길,4310342,"0    LINESTRING (129.3001388629835 35.5398829434965...
Name: geometry, dtype: object"
봉월로70번길,4310343,"0    LINESTRING (129.3054083566824 35.5387289475100...
Name: geometry, dtype: object"
봉월로75번길,4310344,"0    LINESTRING (129.3047900714373 35.5392319841206...
Name: geometry, dtype: object"
봉월로76번길,4310345,"0    LINESTRING (129.3061970513041 35.5394173845382...
Name: geometry, dtype: object"
봉월로78번길,4310346,"0    LINESTRING (129.3062149059967 35.5395898831333...
Name: geometry, dtype: object"
봉월로80번길,4310347,"0    LINESTRING (129.3062304029498 35.5397395849431...
Name: geometry, dtype: object"
봉월로82번길,4310348,"0    LINESTRING (129.3055206830931 35.5397239272806...
Name: geometry, dtype: object"
봉월로85번길,4310349,"0    LINESTRING (129.3049422477034 35.5401227737019...
Name: geometry, dtype: object"
봉월로89번길,4310350,"0    LINESTRING (129.3026666988539 35.5410770270123...
Name: geometry, dtype: object"
봉월로89번길,4310350,"0    LINESTRING (129.3057094485459 35.5403818554103...
Name: geometry, dtype: object"
봉월로8번길,4310351,"0    LINESTRING (129.3071454525829 35.5332484634720...
Name: geometry, dtype: object"
봉월로93번길,4310352,"0    LINESTRING (129.3051607316997 35.5408958132120...
Name: geometry, dtype: object"
봉월로96번길,4310353,"0    LINESTRING (129.3058829615108 35.5409918007368...
Name: geometry, dtype: object"
봉월로96번길,4310353,"0    LINESTRING (129.3074419793897 35.5413932122424...
Name: geometry, dtype: object"
봉월로97번길,4310354,"0    LINESTRING (129.3052668827776 35.5412708085111...
Name: geometry, dtype: object"
북부순환도로12번길,4310356,"0    LINESTRING (129.264857880659 35.55035961089758...
Name: geometry, dtype: object"
북부순환도로12번길,4310356,"0    LINESTRING (129.2657259566567 35.5510402610749...
Name: geometry, dtype: object"
북부순환도로12번길,4310356,"0    LINESTRING (129.265327656913 35.55123234263339...
Name: geometry, dtype: object"
북부순환도로13번길,4310357,"0    LINESTRING (129.2653420230143 35.5512444966812...
Name: geometry, dtype: object"
북부순환도로13번길,4310357,"0    LINESTRING (129.2646209131294 35.5515419941152...
Name: geometry, dtype: object"
북부순환도로19번길,4310358,"0    LINESTRING (129.2659474106589 35.5516270845984...
Name: geometry, dtype: object"
북부순환도로1번길,4310359,"0    LINESTRING (129.2644105145337 35.5504566831238...
Name: geometry, dtype: object"
북부순환도로1번길,4310359,"0    LINESTRING (129.2632704563157 35.5512574391620...
Name: geometry, dtype: object"
북부순환도로1번길,4310359,"0    LINESTRING (129.263781355729 35.55092403104951...
Name: geometry, dtype: object"
북부순환도로44번길,4310360,"0    LINESTRING (129.2684011791801 35.5523322253092...
Name: geometry, dtype: object"
북부순환도로46번길,4310361,"0    LINESTRING (129.2686290298793 35.5523934033509...
Name: geometry, dtype: object"
북부순환도로64번길,4310362,"0    LINESTRING (129.270425126268 35.5527996464927,...
Name: geometry, dtype: object"
북부순환도로64번길,4310362,"0    LINESTRING (129.2706239595826 35.5513486928487...
Name: geometry, dtype: object"
산업로113번길,4310364,"0    LINESTRING (129.3196625649977 35.5064880793194...
Name: geometry, dtype: object"
산업로118번길,4310365,"0    LINESTRING (129.3200163293565 35.5067157781844...
Name: geometry, dtype: object"
산업로143번길,4310366,"0    LINESTRING (129.3223204142364 35.5079489128265...
Name: geometry, dtype: object"
산업로219번길,4310367,"0    LINESTRING (129.3300678135737 35.5106951437376...
Name: geometry, dtype: object"
산업로219번길,4310367,"0    LINESTRING (129.3305983393126 35.5116792686526...
Name: geometry, dtype: object"
산업로219번길,4310367,"0    LINESTRING (129.3304351961013 35.5113147338158...
Name: geometry, dtype: object"
산업로21번길,4310368,"0    LINESTRING (129.3110591287275 35.5027866648653...
Name: geometry, dtype: object"
산업로303번길,4310369,"0    LINESTRING (129.3374284128992 35.5116404301791...
Name: geometry, dtype: object"
산업로303번길,4310369,"0    LINESTRING (129.3366450194874 35.5137168007384...
Name: geometry, dtype: object"
산업로303번길,4310369,"0    LINESTRING (129.3368625713976 35.5126120441742...
Name: geometry, dtype: object"
산업로303번길,4310369,"0    LINESTRING (129.3368314862334 35.5127500831228...
Name: geometry, dtype: object"
산업로303번길,4310369,"0    LINESTRING (129.336776462893 35.51302980038902...
Name: geometry, dtype: object"
산업로303번길,4310369,"0    LINESTRING (129.3367798460462 35.5130109899295...
Name: geometry, dtype: object"
산업로325번길,4310370,"0    LINESTRING (129.3386672281252 35.5132700977102...
Name: geometry, dtype: object"
산업로325번길,4310370,"0    LINESTRING (129.3355002353667 35.5126228540591...
Name: geometry, dtype: object"
산업로325번길,4310370,"0    LINESTRING (129.335781650626 35.51267847771408...
Name: geometry, dtype: object"
산업로325번길,4310370,"0    LINESTRING (129.3355806082935 35.5131926027601...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3389455370848 35.5150242885704...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3394793068939 35.5143302828614...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3347260446498 35.5176921126990...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3372785475509 35.5159681996653...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3376378132415 35.5157853714773...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3344953990808 35.5171877172064...
Name: geometry, dtype: object"
산업로339번길,4310371,"0    LINESTRING (129.3362858276598 35.5164566587045...
Name: geometry, dtype: object"
산업로340번길,4310372,"0    LINESTRING (129.3395103974373 35.5143732957567...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.340418903075 35.5156305790178,...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3391713621017 35.5162888066161...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3393783061775 35.5161818020356...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3329405749641 35.5192990049486...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3345525744373 35.5179999065690...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3353970708183 35.5177374856267...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3388525903024 35.5164536173476...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3379470442136 35.5168795215251...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3382074773192 35.5167640327572...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3397709517424 35.5159787841082...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3390159529144 35.5163691595236...
Name: geometry, dtype: object"
산업로355번길,4310373,"0    LINESTRING (129.3347107787916 35.5179515602714...
Name: geometry, dtype: object"
산업로382번길,4310374,"0    LINESTRING (129.3418878417516 35.5176401190835...
Name: geometry, dtype: object"
산업로431번길,4310375,"0    LINESTRING (129.3434204381999 35.5236177380535...
Name: geometry, dtype: object"
산업로431번길,4310375,"0    LINESTRING (129.3438048783095 35.5228315743470...
Name: geometry, dtype: object"
산업로431번길,4310375,"0    LINESTRING (129.344442232484 35.52152814002552...
Name: geometry, dtype: object"
산업로440번길,4310376,"0    LINESTRING (129.3446866256736 35.5221392352632...
Name: geometry, dtype: object"
산업로517번길,4310377,"0    LINESTRING (129.3474162264392 35.5282607388051...
Name: geometry, dtype: object"
산업로517번길,4310377,"0    LINESTRING (129.3450338727979 35.5281930111193...
Name: geometry, dtype: object"
산업로585번길,4310378,"0    LINESTRING (129.3503313609679 35.5334970081102...
Name: geometry, dtype: object"
산업로599번길,4310379,"0    LINESTRING (129.3510377176704 35.5349494792565...
Name: geometry, dtype: object"
산업로613번길,4310380,"0    LINESTRING (129.3503170231805 35.5360228431097...
Name: geometry, dtype: object"
산업로613번길,4310380,"0    LINESTRING (129.3515774409948 35.5360892393407...
Name: geometry, dtype: object"
산업로625번길,4310381,"0    LINESTRING (129.3489869778958 35.5373122693292...
Name: geometry, dtype: object"
산업로625번길,4310381,"0    LINESTRING (129.3518039463209 35.5370700356520...
Name: geometry, dtype: object"
산업로643번길,4310382,"0    LINESTRING (129.3517742779067 35.5386435628371...
Name: geometry, dtype: object"
산업로647번길,4310383,"0    LINESTRING (129.3509920027748 35.5391058162610...
Name: geometry, dtype: object"
산업로703번길,4310384,"0    LINESTRING (129.3549917043438 35.5432363442097...
Name: geometry, dtype: object"
산업로81번길,4310385,"0    LINESTRING (129.316140455796 35.50628912601356...
Name: geometry, dtype: object"
산업로81번길,4310385,"0    LINESTRING (129.3165645316489 35.5049530605880...
Name: geometry, dtype: object"
산업로81번길,4310385,"0    LINESTRING (129.3168916763936 35.5046405005672...
Name: geometry, dtype: object"
산업로85번길,4310386,"0    LINESTRING (129.3172696298292 35.5049047911655...
Name: geometry, dtype: object"
산업로85번길,4310386,"0    LINESTRING (129.3166692185185 35.5054656081263...
Name: geometry, dtype: object"
산업로91번길,4310387,"0    LINESTRING (129.3177472367017 35.5052387601512...
Name: geometry, dtype: object"
삼산로101번길,4310388,"0    LINESTRING (129.3186819331549 35.5351419185981...
Name: geometry, dtype: object"
삼산로107번길,4310389,"0    LINESTRING (129.319115943992 35.53590495660722...
Name: geometry, dtype: object"
삼산로107번길,4310389,"0    LINESTRING (129.3193431066665 35.5353134065675...
Name: geometry, dtype: object"
삼산로108번길,4310390,"0    LINESTRING (129.3193431066665 35.5353134065675...
Name: geometry, dtype: object"
삼산로113번길,4310391,"0    LINESTRING (129.3197539534885 35.5358966951203...
Name: geometry, dtype: object"
삼산로113번길,4310391,"0    LINESTRING (129.319917812534 35.53546246070354...
Name: geometry, dtype: object"
삼산로122번길,4310392,"0    LINESTRING (129.3207505641594 35.5356784353181...
Name: geometry, dtype: object"
삼산로125번길,4310393,"0    LINESTRING (129.3212246423884 35.5358013867019...
Name: geometry, dtype: object"
삼산로125번길,4310393,"0    LINESTRING (129.3201417497257 35.5385654928571...
Name: geometry, dtype: object"
삼산로143번길,4310394,"0    LINESTRING (129.3230196292378 35.5362668916111...
Name: geometry, dtype: object"
삼산로144번길,4310395,"0    LINESTRING (129.3237373996019 35.5346933262913...
Name: geometry, dtype: object"
삼산로144번길,4310395,"0    LINESTRING (129.323847753545 35.53439329697849...
Name: geometry, dtype: object"
삼산로144번길,4310395,"0    LINESTRING (129.3232514077626 35.5359048635696...
Name: geometry, dtype: object"
삼산로155번길,4310396,"0    LINESTRING (129.3243768409814 35.5366188439493...
Name: geometry, dtype: object"
삼산로156번길,4310397,"0    LINESTRING (129.3243504598037 35.5366120016550...
Name: geometry, dtype: object"
삼산로156번길,4310397,"0    LINESTRING (129.3245625295054 35.5360686655265...
Name: geometry, dtype: object"
삼산로169번길,4310398,"0    LINESTRING (129.325744131329 35.53697338564305...
Name: geometry, dtype: object"
삼산로181번길,4310399,"0    LINESTRING (129.3270321562691 35.5373073599746...
Name: geometry, dtype: object"
삼산로199번길,4310400,"0    LINESTRING (129.3289108577572 35.5377317313188...
Name: geometry, dtype: object"
삼산로19번길,4310401,"0    LINESTRING (129.3100155636032 35.5328789158843...
Name: geometry, dtype: object"
삼산로202번길,4310402,"0    LINESTRING (129.3292837406609 35.5378021188352...
Name: geometry, dtype: object"
삼산로202번길,4310402,"0    LINESTRING (129.3298224244822 35.5362139440011...
Name: geometry, dtype: object"
삼산로20번길,4310403,"0    LINESTRING (129.3100155636032 35.5328789158843...
Name: geometry, dtype: object"
삼산로211번길,4310404,"0    LINESTRING (129.3302363550968 35.537981929544,...
Name: geometry, dtype: object"
삼산로212번길,4310405,"0    LINESTRING (129.3303680070017 35.5380067797662...
Name: geometry, dtype: object"
삼산로227번길,4310406,"0    LINESTRING (129.3320616556794 35.5383264344868...
Name: geometry, dtype: object"
삼산로228번길,4310407,"0    LINESTRING (129.3320616556794 35.5383264344868...
Name: geometry, dtype: object"
삼산로23번길,4310408,"0    LINESTRING (129.3105387888383 35.5330198816714...
Name: geometry, dtype: object"
삼산로241번길,4310409,"0    LINESTRING (129.3335340441277 35.5386043140016...
Name: geometry, dtype: object"
삼산로242번길,4310410,"0    LINESTRING (129.3335340441277 35.5386043140016...
Name: geometry, dtype: object"
삼산로253번길,4310411,"0    LINESTRING (129.3347573801815 35.5388351765968...
Name: geometry, dtype: object"
삼산로254번길,4310412,"0    LINESTRING (129.3347573801815 35.5388351765968...
Name: geometry, dtype: object"
삼산로266번길,4310413,"0    LINESTRING (129.3360343564597 35.5390761527051...
Name: geometry, dtype: object"
삼산로266번길,4310413,"0    LINESTRING (129.3362422431536 35.5384272756312...
Name: geometry, dtype: object"
삼산로267번길,4310414,"0    LINESTRING (129.3362831223535 35.5391230866715...
Name: geometry, dtype: object"
삼산로267번길,4310414,"0    LINESTRING (129.3361149600867 35.5397628405930...
Name: geometry, dtype: object"
삼산로277번길,4310415,"0    LINESTRING (129.3373664416179 35.5393275069163...
Name: geometry, dtype: object"
삼산로277번길,4310415,"0    LINESTRING (129.3371958666143 35.5399631771511...
Name: geometry, dtype: object"
삼산로278번길,4310416,"0    LINESTRING (129.3372729469462 35.5393098585855...
Name: geometry, dtype: object"
삼산로287번길,4310417,"0    LINESTRING (129.3384678759552 35.5395353187428...
Name: geometry, dtype: object"
삼산로29번길,4310418,"0    LINESTRING (129.3110952943485 35.5331698087490...
Name: geometry, dtype: object"
삼산로301번길,4310419,"0    LINESTRING (129.3401101726369 35.5411754246738...
Name: geometry, dtype: object"
삼산로301번길,4310419,"0    LINESTRING (129.3401571518893 35.5415931951237...
Name: geometry, dtype: object"
삼산로301번길,4310419,"0    LINESTRING (129.3400353461319 35.5405100480825...
Name: geometry, dtype: object"
삼산로308번길,4310420,"0    LINESTRING (129.3405358013424 35.5399065874889...
Name: geometry, dtype: object"
삼산로308번길,4310420,"0    LINESTRING (129.3404944671984 35.5392844510483...
Name: geometry, dtype: object"
삼산로308번길,4310420,"0    LINESTRING (129.3404298015288 35.5383112813749...
Name: geometry, dtype: object"
삼산로30번길,4310421,"0    LINESTRING (129.3115485524988 35.5320760947306...
Name: geometry, dtype: object"
삼산로30번길,4310421,"0    LINESTRING (129.3111173033901 35.5331757368435...
Name: geometry, dtype: object"
삼산로317번길,4310422,"0    LINESTRING (129.3417808586972 35.5414746106810...
Name: geometry, dtype: object"
삼산로317번길,4310422,"0    LINESTRING (129.341600267836 35.53993968685327...
Name: geometry, dtype: object"
삼산로317번길,4310422,"0    LINESTRING (129.3417313897942 35.5410541890889...
Name: geometry, dtype: object"
삼산로318번길,4310423,"0    LINESTRING (129.3417417466774 35.5399372688617...
Name: geometry, dtype: object"
삼산로331번길,4310424,"0    LINESTRING (129.343187783353 35.53991259471373...
Name: geometry, dtype: object"
삼산로346번길,4310425,"0    LINESTRING (129.3447804633018 35.5392138145615...
Name: geometry, dtype: object"
삼산로352번길,4310426,"0    LINESTRING (129.345546720497 35.53987229650794...
Name: geometry, dtype: object"
삼산로352번길,4310426,"0    LINESTRING (129.3455035381589 35.5380852190163...
Name: geometry, dtype: object"
삼산로355번길,4310427,"0    LINESTRING (129.3458032145232 35.5398679142173...
Name: geometry, dtype: object"
삼산로35번길,4310428,"0    LINESTRING (129.3116505025239 35.5333173121038...
Name: geometry, dtype: object"
삼산로35번길,4310428,"0    LINESTRING (129.3104245491368 35.5364544400132...
Name: geometry, dtype: object"
삼산로360번길,4310429,"0    LINESTRING (129.3462550472902 35.5391920417352...
Name: geometry, dtype: object"
삼산로366번길,4310430,"0    LINESTRING (129.3469459589563 35.5391823584767...
Name: geometry, dtype: object"
삼산로383번길,4310431,"0    LINESTRING (129.3489643991488 35.5404733123835...
Name: geometry, dtype: object"
삼산로383번길,4310431,"0    LINESTRING (129.3488877559788 35.5398151479675...
Name: geometry, dtype: object"
삼산로392번길,4310432,"0    LINESTRING (129.3499678141074 35.5397966557347...
Name: geometry, dtype: object"
삼산로392번길,4310432,"0    LINESTRING (129.3498777676802 35.5381419080934...
Name: geometry, dtype: object"
삼산로395번길,4310433,"0    LINESTRING (129.3503444830433 35.5397902040048...
Name: geometry, dtype: object"
삼산로3번길,4310434,"0    LINESTRING (129.3084396847621 35.5324543442368...
Name: geometry, dtype: object"
